"Material","Texto breve material","Lote","Data de lançamento","Qtd.  UM registro","Montante em MI","Tipo de movimento","Nome do usuário","Hora do registro","Data de entrada","Centro","Depósito","Item doc.material","Doc.material","Unid.prç.pedido","Referência","Fornecedor","Pedido","Item",
"31_000029176","FERR. ROT. ESPECIAL Z90-66242-0500-GM","","2026-01-28","1","31963.38","202","310008371","14:11:15","2026-01-29","3110","1070","1","4930851393","","","","","0",
"31_000001094","LIXA P/FERRO  60","","2026-02-06","-2","-5.86","201","310008371","14:10:56","2026-02-06","3110","1070","3","4931414858","","","","","0",
"31_000001096","LIXA D'AGUA 220","","2026-02-06","-2","-4.48","201","310008371","14:10:56","2026-02-06","3110","1070","2","4931414858","","","","","0",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-19","-6","-82.80","201","310002839","14:10:49","2026-02-19","3110","1070","2","4932148598","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-02-21","-6","-75.60","201","310004188","14:10:49","2026-02-21","3110","1070","1","4932255567","","","","","0",
"31_000027590","INSERTO VNMG 160408 MS MP9005","","2026-02-19","-6","-158.16","201","310002839","14:10:49","2026-02-19","3110","1070","1","4932148598","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-02-21","-6","-128.82","201","310004188","14:10:49","2026-02-21","3110","1070","2","4932255567","","","","","0",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-28","-2","-21.58","201","310004188","14:10:43","2026-01-28","3110","1070","4","4930779571","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-01-28","-2","-75.42","201","310004188","14:10:43","2026-01-28","3110","1070","5","4930779571","","","","","0",
"31_000013253","INSERTO WNMG 080412 MH UE6105","","2026-01-28","-3","-62.61","201","310004188","14:10:43","2026-01-28","3110","1070","1","4930779571","","","","","0",
"31_000022341","INSERTO SCMT 09T308-MM MC7025","","2026-01-28","-2","-25.08","201","310004188","14:10:43","2026-01-28","3110","1070","6","4930779571","","","","","0",
"31_000023009","INSERTO VBMT 160404-UE 6110","","2026-01-28","-2","-46.42","201","310004188","14:10:43","2026-01-28","3110","1070","3","4930779571","","","","","0",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-28","-3","-79.11","201","310004188","14:10:43","2026-01-28","3110","1070","2","4930779571","","","","","0",
"31_000000095","CARACOL 102HC159/2","","2026-02-24","1","6917.59","202","310004188","14:10:12","2026-02-27","3110","1070","1","4932637551","","","","","0",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-07","-4","-43.16","201","310004570","14:10:05","2026-01-07","3110","1070","1","4929578124","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-02-03","-10","-126.00","201","310004570","14:10:05","2026-02-03","3110","1070","1","4931187749","","","","","0",
"31_000025402","INSERTO TNMG 160408 MP MC6015","","2026-01-07","-1","-14.59","201","310004570","14:10:05","2026-01-07","3110","1070","2","4929578124","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-02-03","-10","-214.70","201","310004570","14:10:05","2026-02-03","3110","1070","2","4931187749","","","","","0",
"31_000012247","INSERTO CCMT 060208  UE6110","","2026-01-03","-6","-59.46","201","310004565","14:09:59","2026-01-03","3110","1070","2","4929371199","","","","","0",
"31_000024937","INSERTO TNMG 130412-MT TT8125","","2026-01-03","-2","-45.70","201","310004565","14:09:59","2026-01-03","3110","1070","1","4929371199","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-03","-2","-33.84","201","310004565","14:09:59","2026-01-03","3110","1070","3","4929371199","","","","","0",
"31_000006116","PARAFUSO TPS43 M4x0,7xD5,4x10 60°","","2026-02-25","-3","-54.78","201","310004565","14:09:48","2026-02-25","3110","1070","3","4932483092","","","","","0",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-02-25","-4","-87.88","201","310004565","14:09:48","2026-02-25","3110","1070","5","4932483092","","","","","0",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-25","-2","-30.26","201","310004565","14:09:48","2026-02-25","3110","1070","1","4932483092","","","","","0",
"31_000021009","PARAFUSO CS350860T / 5513.020.09","","2026-02-25","-3","-58.71","201","310004565","14:09:48","2026-02-25","3110","1070","2","4932483092","","","","","0",
"31_000023054","INSERTO CCMT 09T304-MM MC7025","","2026-02-25","-6","-71.88","201","310004565","14:09:48","2026-02-25","3110","1070","4","4932483092","","","","","0",
"31_000028671","INSERTO TNMG 160412 SA MC6115","","2026-02-25","-4","-66.36","201","310004565","14:09:48","2026-02-25","3110","1070","6","4932483092","","","","","0",
"31_000024800","INSERTO CCMT 09T308-CM T515","","2026-01-19","-3","-74.13","201","310004188","14:09:44","2026-01-19","3110","1070","5","4930229288","","","","","0",
"31_000028678","INSERTO CNMG120412GZ AC420K","","2026-01-19","-1","-21.02","201","310004188","14:09:44","2026-01-19","3110","1070","4","4930229288","","","","","0",
"31_000028680","INSERTO DCMT11T308-CM T5115","","2026-01-19","-1","-24.64","201","310004188","14:09:44","2026-01-19","3110","1070","3","4930229288","","","","","0",
"31_000028688","INSERTO WDXT094008-G ACK300　","","2026-01-19","-2","-64.72","201","310004188","14:09:44","2026-01-19","3110","1070","2","4930229288","","","","","0",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-01-19","-5","-116.50","201","310004188","14:09:44","2026-01-19","3110","1070","1","4930229288","","","","","0",
"31_000020903","BROCA ESP. INTERC. SMDH170M","","2026-01-29","-1","-1114.13","201","310004188","14:09:39","2026-01-29","3110","1070","1","4930851309","","","","","0",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-13","-4","-74.36","201","310004188","14:08:43","2026-01-13","3110","1070","1","4929903900","","","","","0",
"31_000023293","CARACOL 20HE20/18 CR1G039339","","2026-01-13","-1","-5338.57","201","310004188","14:07:59","2026-01-13","3110","1070","1","4929903827","","","","","0",
"31_000023293","CARACOL 20HE20/18 CR1G039339","","2026-01-05","2","10677.14","202","310004188","14:07:39","2026-01-13","3110","1070","1","4929903825","","","","","0",
"31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","","2026-02-11","-2","-413.58","201","310004188","14:07:34","2026-02-11","3110","1070","1","4931694248","","","","","0",
"31_000017962","FRESA T. MD. 4C. Ø10x10x52X95 88422080","","2026-02-11","-2","-329.52","201","310004188","14:07:34","2026-02-11","3110","1070","2","4931694248","","","","","0",
"31_000028621","FRESA HSLB 2060-100","","2026-02-11","-1","-150.52","201","310004188","14:07:34","2026-02-11","3110","1070","3","4931694248","","","","","0",
"31_000002001","LIXA A80","","2026-01-10","-3","-76.92","201","310004188","14:07:10","2026-01-10","3110","1070","1","4929758963","","","","","0",
"31_000026691","BROCA MDØ10,6x10xD17,25x1,3x20x90l ALNOV","","2026-01-31","-1","-539.43","201","310004188","14:07:10","2026-01-31","3110","1070","1","4931028992","","","","","0",
"31_000028472","SHAVING 20 CS 20/32","","2026-02-03","1","8865.73","202","310004188","14:07:08","2026-02-27","3110","1070","1","4932637484","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-02-07","-6","-75.60","201","310004188","14:06:53","2026-02-07","3110","1070","1","4931461454","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-02-07","-5","-107.35","201","310004188","14:06:53","2026-02-07","3110","1070","2","4931461454","","","","","0",
"31_000001959","INSERTO TNGA 160408-HTI 05T","","2026-01-23","-7","-129.29","201","310004188","14:06:37","2026-01-23","3110","1070","1","4930516603","","","","","0",
"31_000004381","INSERTO VCMW 160408 HTI10","","2026-01-23","-5","-81.10","201","310004188","14:06:37","2026-01-23","3110","1070","2","4930516603","","","","","0",
"31_000005432","FRESA TOPO ESF. Ø6x12x6x50L (23160600)","","2026-01-23","-1","-64.26","201","310004188","14:06:37","2026-01-23","3110","1070","3","4930516603","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-07","-2","-31.04","201","310004570","14:06:04","2026-01-07","3110","1070","2","4929577967","","","","","0",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-07","-2","-24.16","201","310004570","14:06:04","2026-01-07","3110","1070","1","4929577967","","","","","0",
"31_000011347","REBOLO CBN C/H. 6x60 R/S 4x6x2 B151 V180","","2026-02-21","-5","-482.50","201","310004188","14:05:56","2026-02-21","3110","1070","1","4932255457","","","","","0",
"31_000011348","REBOLO CBN C/ H 6x60 R/S 5x6x2 B151 V180","","2026-02-21","-5","-503.50","201","310004188","14:05:56","2026-02-21","3110","1070","4","4932255457","","","","","0",
"31_000011349","REBOLO CBN C/H 6x60 R/S 6x6x2 B151 V180","","2026-02-21","-5","-514.00","201","310004188","14:05:56","2026-02-21","3110","1070","3","4932255457","","","","","0",
"31_000011351","REBOLO CBN C/H 6x60 R/S 10x6x2 B151 V180","","2026-02-21","-5","-608.40","201","310004188","14:05:56","2026-02-21","3110","1070","5","4932255457","","","","","0",
"31_000011352","REBOLO CBN C/H 6x60 R/S 12x6x2 B151 V180","","2026-02-21","-5","-650.35","201","310004188","14:05:56","2026-02-21","3110","1070","2","4932255457","","","","","0",
"31_000001098","LIXA D'AGUA 400","","2026-01-09","-2","-3.10","201","310004188","14:05:43","2026-01-09","3110","1070","1","4929718342","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-02-09","-1","-15.52","201","310004188","14:05:30","2026-02-09","3110","1070","3","4931541760","","","","","0",
"31_000027455","INSERTO DGN 3102C IC 354","","2026-02-09","-2","-92.28","201","310004188","14:05:30","2026-02-09","3110","1070","1","4931541760","","","","","0",
"31_000028671","INSERTO TNMG 160412 SA MC6115","","2026-02-09","-1","-16.59","201","310004188","14:05:30","2026-02-09","3110","1070","2","4931541760","","","","","0",
"31_000020613","CARACOL 17HE20/1B","","2026-01-05","1","4826.64","202","310004188","14:05:11","2026-01-13","3110","1070","1","4929903750","","","","","0",
"31_000000200","LIMA PARALELA DIAMANTADA ELETROLITICA","","2026-02-24","-4","-60.36","201","310004565","14:04:38","2026-02-24","3110","1070","1","4932407384","","","","","0",
"31_000004381","INSERTO VCMW 160408 HTI10","","2026-02-19","-6","-97.32","201","310004188","14:04:34","2026-02-19","3110","1070","2","4932148206","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-01-07","-4","-85.88","201","310004570","14:04:34","2026-01-07","3110","1070","1","4929577961","","","","","0",
"31_000001480","LIXA FITA R.986 GRAO 60 MED.1500X50","","2026-01-20","-10","-153.10","201","310004570","14:04:23","2026-01-20","3110","1070","1","4930300156","","","","","0",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-01-22","-8","-116.56","201","310004188","14:04:03","2026-01-22","3110","1070","3","4930448213","","","","","0",
"31_000001948","CHAVE TORX T-15 5680.049-01","","2026-02-24","-1","-16.79","201","310004565","14:04:00","2026-02-24","3110","1070","4","4932407338","","","","","0",
"31_000001959","INSERTO TNGA 160408-HTI 05T","","2026-02-24","-15","-277.05","201","310004565","14:04:00","2026-02-24","3110","1070","1","4932407338","","","","","0",
"31_000001976","INSERTO VCMW 160404 HTI10","","2026-02-24","-5","-80.70","201","310004565","14:04:00","2026-02-24","3110","1070","3","4932407338","","","","","0",
"31_000004381","INSERTO VCMW 160408 HTI10","","2026-02-24","-15","-243.30","201","310004565","14:04:00","2026-02-24","3110","1070","2","4932407338","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-07","-4","-62.08","201","310004570","14:03:47","2026-01-07","3110","1070","1","4929577914","","","","","0",
"31_000003045","INSERTO TNMG 160404-SA UE 6105","","2026-02-07","-1","-15.52","201","310004188","14:03:33","2026-02-07","3110","1070","2","4931461306","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-02-07","-1","-38.18","201","310004188","14:03:33","2026-02-07","3110","1070","3","4931461306","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-02-07","-9","-339.39","201","310004188","14:03:33","2026-02-07","3110","1070","1","4931461306","","","","","0",
"31_000001959","INSERTO TNGA 160408-HTI 05T","","2026-01-05","-8","-147.76","201","310004570","14:03:29","2026-01-05","3110","1070","1","4929438725","","","","","0",
"31_000006146","FRESA FTR MD3C Ø6x20xD6x60L XTR 21260600","","2026-01-05","-1","-99.25","201","310004570","14:03:29","2026-01-05","3110","1070","3","4929438725","","","","","0",
"31_000006147","FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074","","2026-01-05","-2","-329.60","201","310004570","14:03:29","2026-01-05","3110","1070","2","4929438725","","","","","0",
"31_000023083","INSERTO TCMT 110208-LM MC7025","","2026-01-07","-8","-95.68","201","310004570","14:02:15","2026-01-07","3110","1070","1","4929577786","","","","","0",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-02-07","-3","-32.37","201","310004188","14:02:09","2026-02-07","3110","1070","3","4931461301","","","","","0",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-07","-2","-27.60","201","310004188","14:02:09","2026-02-07","3110","1070","4","4931461301","","","","","0",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-02-07","-4","-42.04","201","310004188","14:02:09","2026-02-07","3110","1070","2","4931461301","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-07","-1","-16.92","201","310004188","14:02:09","2026-02-07","3110","1070","1","4931461301","","","","","0",
"31_000028713","INSERTO CCMT 060204E-FF2 TT010","","2026-02-02","-4","-86.52","201","310004188","14:01:41","2026-02-02","3110","1070","1","4931114619","","","","","0",
"31_000028641","INSERTO TNMG 160412N EG AC6030M","","2026-01-24","-6","-133.20","201","310004188","14:01:40","2026-01-24","3110","1070","2","4930561202","","","","","0",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-24","-10","-263.70","201","310004188","14:01:40","2026-01-24","3110","1070","1","4930561202","","","","","0",
"31_000023736","INSERTO WNMG 080408-MA MC6015","","2026-01-07","-1","-20.86","201","310004570","14:01:38","2026-01-07","3110","1070","1","4929577785","","","","","0",
"31_000029244","BRUNIDOR 2,5 x 5,8 x 28,5  Ø13","","2026-02-20","-6","-389.10","201","310004188","14:01:31","2026-02-20","3110","1070","1","4932215345","","","","","0",
"31_000023263","PORTA FER S16R STZCR11 45° D12 (07214396","","2026-01-17","-1","-493.11","201","310004188","14:01:30","2026-01-17","3110","1070","1","4930151368","","","","","0",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-02-21","-4","-58.28","201","310004188","14:00:42","2026-02-21","3110","1070","3","4932255308","","","","","0",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-21","-6","-87.18","201","310004188","14:00:42","2026-02-21","3110","1070","2","4932255308","","","","","0",
"31_000001092","LIXA P/FERRO 100","","2026-01-20","-2","-6.16","201","310004570","14:00:33","2026-01-20","3110","1070","4","4930300027","","","","","0",
"31_000001095","LIXA P/FERRO  80","","2026-01-20","-2","-6.72","201","310004570","14:00:33","2026-01-20","3110","1070","3","4930300027","","","","","0",
"31_000006281","REBOLO CBN 4A2R220X2X3,3X76,2  B126","","2026-01-28","-1","-1081.68","201","310008371","14:00:28","2026-01-28","3110","1070","1","4930778971","","","","","0",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-20","-3","-45.39","201","310004188","14:00:24","2026-02-20","3110","1070","1","4932215249","","","","","0",
"31_000005433","FRESA FTE 2C 7606-8 Ø8x52L XTR 23160800","","2026-01-13","-1","-97.41","201","310004188","13:59:58","2026-01-13","3110","1070","2","4929903437","","","","","0",
"31_000018873","FRESA  EPDBP 2030 -8-04-TH(Ø3.00 R 1.50)","","2026-01-13","-1","-241.08","201","310004188","13:59:58","2026-01-13","3110","1070","1","4929903437","","","","","0",
"31_000020415","FRESA VF-HVRB R10N0400012(MITSUBISHI)","","2026-01-13","-1","-233.08","201","310004188","13:59:58","2026-01-13","3110","1070","3","4929903437","","","","","0",
"31_000020420","FRESA VF2XLBR 0100N080S06 (MITSUBISHI )","","2026-01-13","-1","-140.95","201","310004188","13:59:58","2026-01-13","3110","1070","4","4929903437","","","","","0",
"31_000006147","FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074","","2026-01-02","-1","-164.80","201","310004570","13:59:46","2026-01-02","3110","1070","1","4929347104","","","","","0",
"31_000010492","SERRA CIRCULAR. 285 x 2,0 x 32 80Z","","2026-02-06","-1","-786.01","201","310004570","13:59:36","2026-02-06","3110","1070","1","4931414407","","","","","0",
"31_000025865","PORTA FERR. E40X230 TDUNR15 YU160038 H69","","2026-01-09","-1","-14297.87","201","310004188","13:59:31","2026-01-09","3110","1070","1","4929718179","","","","","0",
"31_000025284","INSERTO VBMT 160408 MP MC6015","","2026-02-02","-10","-215.60","201","310004188","13:59:26","2026-02-02","3110","1070","1","4931114614","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-09","-4","-67.68","201","310004188","13:58:38","2026-01-09","3110","1070","2","4929718175","","","","","0",
"31_000028477","SHAVING 22CS20/1","","2026-01-14","-1","-8497.79","201","310004570","13:58:38","2026-01-14","3110","1070","1","4929974779","","","","","0",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-09","-3","-57.84","201","310004188","13:58:38","2026-01-09","3110","1070","1","4929718175","","","","","0",
"31_000001959","INSERTO TNGA 160408-HTI 05T","","2026-01-12","-10","-184.70","201","310004570","13:58:35","2026-01-12","3110","1070","1","4929832540","","","","","0",
"31_000005963","INSERTO TPGX 090208-HTI05T (MITSUBISHI)","","2026-01-12","-2","-37.92","201","310004570","13:58:35","2026-01-12","3110","1070","2","4929832540","","","","","0",
"31_000006170","INSERTO TPGX 110308-HTI05T","","2026-01-12","-2","-33.36","201","310004570","13:58:35","2026-01-12","3110","1070","3","4929832540","","","","","0",
"31_000023807","ELETRODO CAPILAR LATÃO Ø2,0 MULTICANAL","","2026-01-12","-4","-87.60","201","310004570","13:58:35","2026-01-12","3110","1070","4","4929832540","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-23","-10","-126.00","201","310004188","13:58:34","2026-01-23","3110","1070","1","4930516085","","","","","0",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-01-23","-4","-85.88","201","310004188","13:58:34","2026-01-23","3110","1070","2","4930516085","","","","","0",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-01-26","-5","-69.00","201","310004188","13:58:23","2026-01-26","3110","1070","1","4930632751","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-26","-2","-31.04","201","310004188","13:58:23","2026-01-26","3110","1070","4","4930632751","","","","","0",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-26","-8","-135.36","201","310004188","13:58:23","2026-01-26","3110","1070","3","4930632751","","","","","0",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-26","-6","-115.68","201","310004188","13:58:23","2026-01-26","3110","1070","2","4930632751","","","","","0",
"31_000015973","REBOLO RT-19X19X8,0  5GT80K6VRI","","2026-02-25","-10","-246.50","201","310004565","13:57:46","2026-02-25","3110","1070","1","4932482620","","","","","0",
"31_000028719","SHAVING 17CS17/2","","2026-01-15","-1","-8453.43","201","310004570","13:57:26","2026-01-15","3110","1070","1","4930044874","","","","","0",
"31_000023341","CARACOL 33HC63/2","","2026-01-05","1","2203.76","202","310004188","13:57:04","2026-01-13","3110","1070","1","4929903306","","","","","0",
"31_000017962-R","FRESA T. MD. 4C. Ø10x10 (17962-TRANSF.)","","2026-01-10","-1","0","201","310004188","13:56:38","2026-01-10","3110","1070","1","4929758692","","","","","0",
"31_000029022","BRUNIDOR 4,3X2,5X28,5 Ø10mm N60202","","2026-01-22","6","360.30","202","310004188","13:56:26","2026-01-22","3110","1070","1","4930447729","","","","","0",
"31_000021908","DISCO CORTE 115x1,0x22 AI ABF-4 P/ INOX","","2026-02-03","-40","-121.60","201","310004570","13:56:19","2026-02-03","3110","1070","1","4931187275","","","","","0",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-17","-5","-131.85","201","310004188","13:56:04","2026-01-17","3110","1070","1","4930151218","","","","","0",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-01-27","-35","-508.90","201","310004570","13:55:40","2026-01-27","3110","1070","1","4930706396","","","","","0",
"31_000000315","DRESSADOR 8X30MM 0,60KLT 5D-7913","","2026-01-31","-2","-335.34","201","310004188","13:55:18","2026-01-31","3110","1070","1","4931028547","","","","","0",
"31_000019048","REBOLO 203,2x25,4x31,75  A60N6V13","","2026-02-06","-1","-98.86","201","310004570","13:55:10","2026-02-06","3110","1070","1","4931414245","","","","","0",
"31_000019049","REBOLO 200x25,4X31,75 GC80-J6V25","","2026-02-06","-1","-188.37","201","310004570","13:55:10","2026-02-06","3110","1070","2","4931414245","","","","","0",
"31_000024806","INSERTO DCMT 11T308-HQ PV 720","","2026-02-16","-2","-55.98","201","310004188","13:54:46","2026-02-16","3110","1070","2","4931956064","","","","","0",
"31_000027015","INSERTO DNMG 150412-KH CA320","","2026-02-16","-2","-49.82","201","310004188","13:54:46","2026-02-16","3110","1070","1","4931956064","","","","","0",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-01-12","-1","-38.18","201","310004570","13:54:45","2026-01-12","3110","1070","3","4929832391","","","","","0",
"31_000008851","PARAFUSO SR 14-551 P/CALÇO SVJNL-11","","2026-01-12","-1","-21.97","201","310004570","13:54:45","2026-01-12","3110","1070","6","4929832391","","","","","0",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-01-12","-8","-301.68","201","310004570","13:54:45","2026-01-12","3110","1070","2","4929832391","","","","","0",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-12","-2","-31.04","201","310004570","13:54:45","2026-01-12","3110","1070","1","4929832391","","","","","0",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-12","-1","-12.60","201","310004570","13:54:45","2026-01-12","3110","1070","4","4929832391","","","","","0",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-01-12","-2","-81.92","201","310004570","13:54:45","2026-01-12","3110","1070","5","4929832391","","","","","0",
"31_000023807","ELETRODO CAPILAR LATÃO Ø2,0 MULTICANAL","","2026-01-20","-4","-87.60","201","310004570","13:54:39","2026-01-20","3110","1070","1","4930299746","","","","","0",
"31_000028647","BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75","","2026-02-27","-8","-946.00","201","310004188","13:54:39","2026-02-27","3110","1070","2","4932636886","","","","","0",
"31_000027220","CARACOL 85 HC 127/2A","","2026-01-13","-1","-6778.35","201","310004188","13:54:37","2026-01-13","3110","1070","2","4929903214","","","","","0",
"31_000028484","CARACOL 20HE20/B3","","2026-01-13","-1","-5467.05","201","310004188","13:54:37","2026-01-13","3110","1070","1","4929903214","","","","","0",
"31_000002001","LIXA A80","","2026-02-25","-1","-25.64","201","310004565","13:54:33","2026-02-25","3110","1070","1","4932482470","","","","","0",
"31_000002002","LIXA A240","","2026-02-25","-1","-25.17","201","310004565","13:54:33","2026-02-25","3110","1070","2","4932482470","","","","","0",
"31_000001959","INSERTO TNGA 160408-HTI 05T","","2026-01-22","-10","-184.70","201","310004188","13:54:00","2026-01-22","3110","1070","1","4930447721","","","","","0",
"31_000004381","INSERTO VCMW 160408 HTI10","","2026-01-22","-8","-129.76","201","310004188","13:54:00","2026-01-22","3110","1070","2","4930447721","","","","","0",
"31_000005963","INSERTO TPGX 090208-HTI05T (MITSUBISHI)","","2026-01-22","-2","-37.92","201","310004188","13:54:00","2026-01-22","3110","1070","4","4930447721","","","","","0",
"31_000006170","INSERTO TPGX 110308-HTI05T","","2026-01-22","-2","-33.36","201","310004188","13:54:00","2026-01-22","3110","1070","3","4930447721","","","","","0",
"31_000027220","CARACOL 85 HC 127/2A","","2026-01-05","1","6778.35","202","310004188","13:53:53","2026-01-13","3110","1070","1","4929903211","","","","","0",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-02-10","-6","-131.82","201","310004071","13:53:43","2026-02-10","3110","1070","2","4931617965","","","","","0",
"31_000023054","INSERTO CCMT 09T304-MM MC7025","","2026-02-10","-6","-71.88","201","310004071","13:53:43","2026-02-10","3110","1070","1","4931617965","","","","","0",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-01-29","-8","-667.84","201","310004570","13:53:43","2026-01-29","3110","1070","1","4930850460","","","","","0",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-02-04","-35","-508.90","201","310004188","13:52:53","2026-02-04","3110","1070","1","4931264210","","","","","0",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-02-04","-1","-25.76","201","310004188","13:52:53","2026-02-04","3110","1070","2","4931264210","","","","","0",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-02-04","-1","-17.66","201","310004188","13:52:53","2026-02-04","3110","1070","3","4931264210","","","","","0",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-02-04","-1","-17.64","201","310004188","13:52:53","2026-02-04","3110","1070","4","4931264210","","","","","0",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-02-04","-1","-20.27","201","310004188","13:52:53","2026-02-04","3110","1070","5","4931264210","","","","","0",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-02","-4","-55.20","201","310004570","13:52:38","2026-02-02","3110","1070","1","4931114099","","","","","0",
"31_000028484","CARACOL 20HE20/B3","","2026-01-06","1","5467.05","202","310004188","13:52:36","2026-01-13","3110","1070","1","4929903135","","","","","0",
"31_000023582-R","BROCA MD D9x81xD10 (23582-AFIADA)","","2026-01-10","-1","0","201","310004188","13:52:01","2026-01-10","3110","1070","1","4929758569","","","","","0",
"31_000023957","PORTA FERR. AR152525W4 CANAL LARG. 4,0","","2026-01-08","-1","-430.10","201","310004188","13:51:34","2026-01-08","3110","1070","2","4929648759","","","","","0",
"31_000000250","BROCA PAR. AR 3,3 DIN 338 TWILL / DORMER","","2026-02-12","-1","-3.93","201","310008371","13:51:32","2026-02-12","3110","1070","1","4931768648","","","","","0",
"31_000027394","PARAFUSO BFTX 0307A","","2026-01-06","-3","-41.67","201","310004188","13:51:19","2026-01-06","3110","1070","5","4929507413","","","","","0",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-01-06","-8","-162.24","201","310004188","13:51:19","2026-01-06","3110","1070","3","4929507413","","","","","0",
"31_000028687","INSERTO WDXT063006-G-ACK300","","2026-01-06","-7","-138.88","201","310004188","13:51:19","2026-01-06","3110","1070","1","4929507413","","","","","0",
"31_000028691","MACHO A-POT M 10 X 1.25 5P.0i","","2026-01-06","-2","-295.98","201","310004188","13:51:19","2026-01-06","3110","1070","4","4929507413","","","","","0",
"31_000028743","INSERTO TPGW 110304 TH10","","2026-01-06","-4","-118.16","201","310004188","13:51:19","2026-01-06","3110","1070","2","4929507413","","","","","0",
"31_000025541-R","BROCA MD Ø 14,1X65XD14 (25541-AFIADA)","","2026-02-19","-2","0","201","310004188","13:51:17","2026-02-19","3110","1070","1","4932147632","","","","","0",
"31_000001458","PARAFUSO 5513.020.05 - SANDVIK","","2026-02-03","-3","-91.77","201","310004570","13:51:05","2026-02-03","3110","1070","5","4931187062","","","","","0",
"31_000027394","PARAFUSO BFTX 0307A","","2026-02-03","-3","-41.67","201","310004570","13:51:05","2026-02-03","3110","1070","6","4931187062","","","","","0",
"31_000028662","INSERTO WNMG080408PQ PV710","","2026-02-03","-5","-100.35","201","310004570","13:51:05","2026-02-03","3110","1070","7","4931187062","","","","","0",
